config,instance,n,seed,init,tenure,max_no_improve,kick,time_limit,init_cost,best_cost,iterations,best_iter,perturbations,time_to_best,total_s
wait5,calib_n100_2,100,1,nn,12,500,6,1000,955.549,767.092,50000,36223,99,0.369912,0.519454
wait5,calib_n100_2,100,2,nn,12,500,6,1000,909.951,767.467,50000,19617,99,0.188297,0.488315
wait5,calib_n100_2,100,3,nn,12,500,6,1000,963.367,768.393,50000,3730,99,0.0363086,0.605984
wait5,calib_n100_2,100,4,nn,12,500,6,1000,950.285,770.608,50000,14653,99,0.200853,0.778625
wait5,calib_n100_2,100,5,nn,12,500,6,1000,954.385,767.392,50000,27163,99,0.385153,0.696918
wait5,calib_n30_1,30,1,nn,5,150,6,1000,479.789,426.328,50000,13,333,2.61e-05,0.0603932
wait5,calib_n30_1,30,2,nn,5,150,6,1000,534.036,426.328,50000,7,333,1.8586e-05,0.0448517
wait5,calib_n30_1,30,3,nn,5,150,6,1000,568.188,426.328,50000,11,333,2.2864e-05,0.0424369
wait5,calib_n30_1,30,4,nn,5,150,6,1000,533.271,426.328,50000,351,332,0.00038375,0.0400107
wait5,calib_n30_1,30,5,nn,5,150,6,1000,539.717,426.328,50000,7,333,2.3665e-05,0.0403715
wait5,calib_n30_2,30,1,nn,5,150,6,1000,518.314,447.548,50000,176,333,0.000153015,0.0402286
wait5,calib_n30_2,30,2,nn,5,150,6,1000,533.841,447.548,50000,1251,332,0.0010186,0.040358
wait5,calib_n30_2,30,3,nn,5,150,6,1000,583.304,447.548,50000,2585,333,0.00215076,0.0426996
wait5,calib_n30_2,30,4,nn,5,150,6,1000,590.283,447.548,50000,9,333,1.9617e-05,0.0423997
wait5,calib_n30_2,30,5,nn,5,150,6,1000,608.714,447.548,50000,15,333,2.6111e-05,0.0430131
wait5,calib_n50_1,50,1,nn,6,250,6,1000,653.039,550.734,50000,2074,199,0.00476034,0.122325
wait5,calib_n50_1,50,2,nn,6,250,6,1000,639.744,550.734,50000,777,199,0.0017531,0.120765
wait5,calib_n50_1,50,3,nn,6,250,6,1000,659.377,550.734,50000,3326,199,0.00743778,0.128752
wait5,calib_n50_1,50,4,nn,6,250,6,1000,687.78,550.734,50000,9,199,4.9155e-05,0.138429
wait5,calib_n50_1,50,5,nn,6,250,6,1000,699.886,550.734,50000,15,199,6.3743e-05,0.141328
wait5,calib_n50_2,50,1,nn,6,250,6,1000,685.943,590.914,50000,3611,199,0.0107066,0.129737
wait5,calib_n50_2,50,2,nn,6,250,6,1000,749.45,590.914,50000,9936,199,0.0220718,0.110687
wait5,calib_n50_2,50,3,nn,6,250,6,1000,765.949,590.914,50000,22048,199,0.0544661,0.12441
wait5,calib_n50_2,50,4,nn,6,250,6,1000,730.848,590.914,50000,16404,199,0.0407766,0.117179
wait5,calib_n50_2,50,5,nn,6,250,6,1000,777.571,590.914,50000,11635,199,0.0257252,0.106214
wait5,calib_n70_1,70,1,nn,8,350,6,1000,773.892,638.962,50000,5694,142,0.0248277,0.224135
wait5,calib_n70_1,70,2,nn,8,350,6,1000,737.485,638.962,50000,16217,142,0.0784749,0.225712
wait5,calib_n70_1,70,3,nn,8,350,6,1000,832.582,638.962,50000,3978,142,0.0171366,0.221852
wait5,calib_n70_1,70,4,nn,8,350,6,1000,808.48,638.962,50000,9546,142,0.0435375,0.226089
wait5,calib_n70_1,70,5,nn,8,350,6,1000,741.91,638.962,50000,4651,142,0.0197822,0.228158
wait5,calib_n70_2,70,1,nn,8,350,6,1000,779.269,660.171,50000,20493,142,0.0941712,0.222998
wait5,calib_n70_2,70,2,nn,8,350,6,1000,766.936,656.37,50000,8854,142,0.03957,0.220309
wait5,calib_n70_2,70,3,nn,8,350,6,1000,781.374,656.37,50000,49104,141,0.218294,0.222255
wait5,calib_n70_2,70,4,nn,8,350,6,1000,737.249,656.37,50000,4303,142,0.0204935,0.237591
wait5,calib_n70_2,70,5,nn,8,350,6,1000,786.138,656.37,50000,43523,142,0.207395,0.237337
ten0.05,calib_n100_1,100,1,nn,5,100,6,1000,985.693,743.104,50000,18158,498,0.170847,0.473061
ten0.05,calib_n100_1,100,2,nn,5,100,6,1000,960.815,743.104,50000,19259,498,0.183204,0.473003
ten0.05,calib_n100_1,100,3,nn,5,100,6,1000,900.617,743.104,50000,17931,497,0.158753,0.440854
ten0.05,calib_n100_1,100,4,nn,5,100,6,1000,883.571,743.104,50000,4237,498,0.038532,0.434256
ten0.05,calib_n100_1,100,5,nn,5,100,6,1000,918.387,743.104,50000,14754,498,0.140216,0.483642
ten0.05,calib_n100_2,100,1,nn,5,100,6,1000,955.549,771.556,50000,2969,498,0.0325725,0.506337
ten0.05,calib_n100_2,100,2,nn,5,100,6,1000,909.951,767.092,50000,8498,499,0.0947235,0.516303
ten0.05,calib_n100_2,100,3,nn,5,100,6,1000,963.367,763.385,50000,7483,498,0.0664298,0.437493
ten0.05,calib_n100_2,100,4,nn,5,100,6,1000,950.285,763.385,50000,10942,497,0.0994495,0.443098
ten0.05,calib_n100_2,100,5,nn,5,100,6,1000,954.385,763.385,50000,3835,498,0.0335465,0.449991
ten0.05,calib_n30_1,30,1,nn,5,30,6,1000,479.789,426.328,50000,13,1666,2.602e-05,0.0431227
ten0.05,calib_n30_1,30,2,nn,5,30,6,1000,534.036,426.328,50000,7,1666,1.6833e-05,0.0429985
ten0.05,calib_n30_1,30,3,nn,5,30,6,1000,568.188,426.328,50000,11,1666,2.071e-05,0.043869
ten0.05,calib_n30_1,30,4,nn,5,30,6,1000,533.271,426.328,50000,111,1664,0.000146413,0.0446692
ten0.05,calib_n30_1,30,5,nn,5,30,6,1000,539.717,426.328,50000,7,1666,1.6091e-05,0.0475107
ten0.05,calib_n30_2,30,1,nn,5,30,6,1000,518.314,447.548,50000,56,1665,6.6719e-05,0.046412
ten0.05,calib_n30_2,30,2,nn,5,30,6,1000,533.841,447.548,50000,291,1664,0.000284188,0.0463894
ten0.05,calib_n30_2,30,3,nn,5,30,6,1000,583.304,447.548,50000,545,1665,0.000532086,0.046931
ten0.05,calib_n30_2,30,4,nn,5,30,6,1000,590.283,447.548,50000,9,1666,1.8656e-05,0.0440144
ten0.05,calib_n30_2,30,5,nn,5,30,6,1000,608.714,447.548,50000,15,1666,2.5008e-05,0.043711
ten0.05,calib_n50_1,50,1,nn,5,50,6,1000,653.039,550.734,50000,475,998,0.0010529,0.109313
ten0.05,calib_n50_1,50,2,nn,5,50,6,1000,639.744,550.734,50000,177,999,0.000418557,0.113731
ten0.05,calib_n50_1,50,3,nn,5,50,6,1000,659.377,550.734,50000,722,998,0.00169268,0.11624
ten0.05,calib_n50_1,50,4,nn,5,50,6,1000,687.78,550.734,50000,9,999,3.8735e-05,0.109357
ten0.05,calib_n50_1,50,5,nn,5,50,6,1000,699.886,550.734,50000,15,999,7.6848e-05,0.108963
ten0.05,calib_n50_2,50,1,nn,5,50,6,1000,685.943,590.914,50000,807,997,0.00173941,0.112
ten0.05,calib_n50_2,50,2,nn,5,50,6,1000,749.45,590.914,50000,1280,996,0.00327379,0.117028
ten0.05,calib_n50_2,50,3,nn,5,50,6,1000,765.949,590.914,50000,4448,999,0.00997274,0.112959
ten0.05,calib_n50_2,50,4,nn,5,50,6,1000,730.848,590.914,50000,3409,996,0.00787316,0.109722
ten0.05,calib_n50_2,50,5,nn,5,50,6,1000,777.571,590.914,50000,2461,996,0.0054796,0.111081
ten0.05,calib_n70_1,70,1,nn,5,70,6,1000,773.892,638.962,50000,1206,713,0.00542461,0.224113
ten0.05,calib_n70_1,70,2,nn,5,70,6,1000,737.485,638.962,50000,713,713,0.00308113,0.222152
ten0.05,calib_n70_1,70,3,nn,5,70,6,1000,832.582,638.962,50000,2224,711,0.00960373,0.228998
ten0.05,calib_n70_1,70,4,nn,5,70,6,1000,808.48,638.962,50000,1986,712,0.00853008,0.222074
ten0.05,calib_n70_1,70,5,nn,5,70,6,1000,741.91,638.962,50000,1011,712,0.00444411,0.240447
ten0.05,calib_n70_2,70,1,nn,5,70,6,1000,779.269,656.37,50000,7022,712,0.0457044,0.308311
ten0.05,calib_n70_2,70,2,nn,5,70,6,1000,766.936,656.37,50000,6114,712,0.0382685,0.275501
ten0.05,calib_n70_2,70,3,nn,5,70,6,1000,781.374,656.37,50000,10046,709,0.0448073,0.220752
ten0.05,calib_n70_2,70,4,nn,5,70,6,1000,737.249,656.37,50000,9363,712,0.0416409,0.223076
ten0.05,calib_n70_2,70,5,nn,5,70,6,1000,786.138,656.37,50000,2534,713,0.0110788,0.230172
ten0.25,calib_n100_1,100,1,nn,25,100,6,1000,985.693,746.624,50000,17261,496,0.166535,0.591242
ten0.25,calib_n100_1,100,2,nn,25,100,6,1000,960.815,743.104,50000,29296,498,0.416481,0.746988
ten0.25,calib_n100_1,100,3,nn,25,100,6,1000,900.617,743.104,50000,31252,496,0.461652,0.736289
ten0.25,calib_n100_1,100,4,nn,25,100,6,1000,883.571,743.104,50000,22658,497,0.254547,0.491479
ten0.25,calib_n100_1,100,5,nn,25,100,6,1000,918.387,743.104,50000,3858,497,0.0350116,0.447853
ten0.25,calib_n100_2,100,1,nn,25,100,6,1000,955.549,763.385,50000,27110,496,0.2608,0.467394
ten0.25,calib_n100_2,100,2,nn,25,100,6,1000,909.951,763.385,50000,18864,497,0.1845,0.47462
ten0.25,calib_n100_2,100,3,nn,25,100,6,1000,963.367,763.385,50000,3161,496,0.0322569,0.556466
ten0.25,calib_n100_2,100,4,nn,25,100,6,1000,950.285,763.385,50000,3224,497,0.0304834,0.493487
ten0.25,calib_n100_2,100,5,nn,25,100,6,1000,954.385,763.385,50000,14008,495,0.140823,0.501234
ten0.25,calib_n30_1,30,1,nn,7,30,6,1000,479.789,426.328,50000,13,1666,2.1952e-05,0.0519848
ten0.25,calib_n30_1,30,2,nn,7,30,6,1000,534.036,426.328,50000,7,1666,1.8235e-05,0.0533638
ten0.25,calib_n30_1,30,3,nn,7,30,6,1000,568.188,426.328,50000,11,1666,2.1892e-05,0.0527042
ten0.25,calib_n30_1,30,4,nn,7,30,6,1000,533.271,426.328,50000,95,1664,0.000101155,0.0496901
ten0.25,calib_n30_1,30,5,nn,7,30,6,1000,539.717,426.328,50000,7,1666,3.7292e-05,0.0482125
ten0.25,calib_n30_2,30,1,nn,7,30,6,1000,518.314,447.548,50000,97,1665,0.000102838,0.0492019
ten0.25,calib_n30_2,30,2,nn,7,30,6,1000,533.841,447.548,50000,291,1664,0.00027482,0.0487983
ten0.25,calib_n30_2,30,3,nn,7,30,6,1000,583.304,447.548,50000,545,1665,0.000491258,0.0439728
ten0.25,calib_n30_2,30,4,nn,7,30,6,1000,590.283,447.548,50000,9,1666,1.8165e-05,0.0502279
ten0.25,calib_n30_2,30,5,nn,7,30,6,1000,608.714,447.548,50000,15,1666,2.5679e-05,0.0472379
ten0.25,calib_n50_1,50,1,nn,12,50,6,1000,653.039,550.734,50000,135,998,0.000360675,0.128072
ten0.25,calib_n50_1,50,2,nn,12,50,6,1000,639.744,550.734,50000,53,998,0.000143868,0.115706
ten0.25,calib_n50_1,50,3,nn,12,50,6,1000,659.377,550.734,50000,676,997,0.00159457,0.119993
ten0.25,calib_n50_1,50,4,nn,12,50,6,1000,687.78,550.734,50000,9,999,4.5147e-05,0.123492
ten0.25,calib_n50_1,50,5,nn,12,50,6,1000,699.886,550.734,50000,15,999,8.3591e-05,0.140231
ten0.25,calib_n50_2,50,1,nn,12,50,6,1000,685.943,590.914,50000,6309,996,0.0183972,0.127713
ten0.25,calib_n50_2,50,2,nn,12,50,6,1000,749.45,590.914,50000,515,997,0.00133174,0.127318
ten0.25,calib_n50_2,50,3,nn,12,50,6,1000,765.949,590.914,50000,2401,997,0.00639476,0.139487
ten0.25,calib_n50_2,50,4,nn,12,50,6,1000,730.848,590.914,50000,7989,995,0.0237658,0.145339
ten0.25,calib_n50_2,50,5,nn,12,50,6,1000,777.571,590.914,50000,2686,996,0.00707252,0.127328
ten0.25,calib_n70_1,70,1,nn,17,70,6,1000,773.892,638.962,50000,6910,712,0.0350815,0.277775
ten0.25,calib_n70_1,70,2,nn,17,70,6,1000,737.485,638.962,50000,3382,711,0.0190229,0.256683
ten0.25,calib_n70_1,70,3,nn,17,70,6,1000,832.582,638.962,50000,1002,710,0.00520828,0.302416
ten0.25,calib_n70_1,70,4,nn,17,70,6,1000,808.48,638.962,50000,2007,712,0.0109665,0.242133
ten0.25,calib_n70_1,70,5,nn,17,70,6,1000,741.91,638.962,50000,8755,710,0.0409672,0.253398
ten0.25,calib_n70_2,70,1,nn,17,70,6,1000,779.269,656.37,50000,4616,711,0.0225675,0.242569
ten0.25,calib_n70_2,70,2,nn,17,70,6,1000,766.936,656.37,50000,559,712,0.00296896,0.232292
ten0.25,calib_n70_2,70,3,nn,17,70,6,1000,781.374,656.37,50000,9977,710,0.04449,0.225968
ten0.25,calib_n70_2,70,4,nn,17,70,6,1000,737.249,656.37,50000,1790,710,0.00882178,0.267717
ten0.25,calib_n70_2,70,5,nn,17,70,6,1000,786.138,656.37,50000,1747,712,0.00913065,0.255941
ten0.5,calib_n100_1,100,1,nn,50,100,6,1000,985.693,744.971,50000,30818,497,0.30927,0.487197
ten0.5,calib_n100_1,100,2,nn,50,100,6,1000,960.815,743.104,50000,10606,498,0.0997805,0.471694
ten0.5,calib_n100_1,100,3,nn,50,100,6,1000,900.617,743.104,50000,21145,497,0.199422,0.472203
ten0.5,calib_n100_1,100,4,nn,50,100,6,1000,883.571,743.104,50000,13955,498,0.130468,0.471607
ten0.5,calib_n100_1,100,5,nn,50,100,6,1000,918.387,743.104,50000,3806,498,0.0394403,0.559066
ten0.5,calib_n100_2,100,1,nn,50,100,6,1000,955.549,763.385,50000,27098,497,0.272505,0.484441
ten0.5,calib_n100_2,100,2,nn,50,100,6,1000,909.951,767.467,50000,35808,498,0.336184,0.471782
ten0.5,calib_n100_2,100,3,nn,50,100,6,1000,963.367,763.385,50000,15006,496,0.134935,0.573005
ten0.5,calib_n100_2,100,4,nn,50,100,6,1000,950.285,767.092,50000,5135,498,0.0528063,0.486348
ten0.5,calib_n100_2,100,5,nn,50,100,6,1000,954.385,768.393,50000,33733,497,0.318659,0.483402
ten0.5,calib_n30_1,30,1,nn,15,30,6,1000,479.789,426.328,50000,13,1666,2.4447e-05,0.0581607
ten0.5,calib_n30_1,30,2,nn,15,30,6,1000,534.036,426.328,50000,7,1666,1.9488e-05,0.0601535
ten0.5,calib_n30_1,30,3,nn,15,30,6,1000,568.188,426.328,50000,11,1666,3.4707e-05,0.0554782
ten0.5,calib_n30_1,30,4,nn,15,30,6,1000,533.271,426.328,50000,26,1665,3.8624e-05,0.0492257
ten0.5,calib_n30_1,30,5,nn,15,30,6,1000,539.717,426.328,50000,7,1666,1.6221e-05,0.0482732
ten0.5,calib_n30_2,30,1,nn,15,30,6,1000,518.314,447.548,50000,95,1665,0.000102868,0.0515525
ten0.5,calib_n30_2,30,2,nn,15,30,6,1000,533.841,447.548,50000,411,1664,0.000413317,0.0489683
ten0.5,calib_n30_2,30,3,nn,15,30,6,1000,583.304,447.548,50000,555,1665,0.00056014,0.0498965
ten0.5,calib_n30_2,30,4,nn,15,30,6,1000,590.283,447.548,50000,9,1666,1.8015e-05,0.0479717
ten0.5,calib_n30_2,30,5,nn,15,30,6,1000,608.714,447.548,50000,15,1666,2.9116e-05,0.0520371
ten0.5,calib_n50_1,50,1,nn,25,50,6,1000,653.039,550.734,50000,1016,998,0.00289134,0.136441
ten0.5,calib_n50_1,50,2,nn,25,50,6,1000,639.744,550.734,50000,177,999,0.000473764,0.199139
ten0.5,calib_n50_1,50,3,nn,25,50,6,1000,659.377,550.734,50000,671,998,0.00358176,0.255734
ten0.5,calib_n50_1,50,4,nn,25,50,6,1000,687.78,550.734,50000,9,999,7.7589e-05,0.264473
ten0.5,calib_n50_1,50,5,nn,25,50,6,1000,699.886,550.734,50000,15,999,0.00011391,0.250458
ten0.5,calib_n50_2,50,1,nn,25,50,6,1000,685.943,590.914,50000,918,997,0.00392296,0.243953
ten0.5,calib_n50_2,50,2,nn,25,50,6,1000,749.45,590.914,50000,494,998,0.0025984,0.276599
ten0.5,calib_n50_2,50,3,nn,25,50,6,1000,765.949,590.914,50000,20598,999,0.0993555,0.243929
ten0.5,calib_n50_2,50,4,nn,25,50,6,1000,730.848,590.914,50000,11743,995,0.058442,0.24773
ten0.5,calib_n50_2,50,5,nn,25,50,6,1000,777.571,590.914,50000,274,998,0.001326,0.248172
ten0.5,calib_n70_1,70,1,nn,35,70,6,1000,773.892,638.962,50000,6885,712,0.0660323,0.482282
ten0.5,calib_n70_1,70,2,nn,35,70,6,1000,737.485,638.962,50000,3734,712,0.0380347,0.470769
ten0.5,calib_n70_1,70,3,nn,35,70,6,1000,832.582,638.962,50000,2480,711,0.0206221,0.433431
ten0.5,calib_n70_1,70,4,nn,35,70,6,1000,808.48,638.962,50000,2550,712,0.0215985,0.448738
ten0.5,calib_n70_1,70,5,nn,35,70,6,1000,741.91,638.962,50000,2370,712,0.0217094,0.45217
ten0.5,calib_n70_2,70,1,nn,35,70,6,1000,779.269,656.37,50000,3347,712,0.0261171,0.384236
ten0.5,calib_n70_2,70,2,nn,35,70,6,1000,766.936,656.37,50000,2476,712,0.0202318,0.45179
ten0.5,calib_n70_2,70,3,nn,35,70,6,1000,781.374,656.37,50000,5178,712,0.0593801,0.501337
ten0.5,calib_n70_2,70,4,nn,35,70,6,1000,737.249,656.37,50000,21188,711,0.196154,0.462807
ten0.5,calib_n70_2,70,5,nn,35,70,6,1000,786.138,656.37,50000,8750,713,0.0859889,0.499549
random,calib_n100_1,100,1,random,12,100,6,1000,5705.93,743.104,50000,1098,496,0.0195109,0.951111
random,calib_n100_1,100,2,random,12,100,6,1000,5588.01,743.104,50000,19261,495,0.360207,0.934893
random,calib_n100_1,100,3,random,12,100,6,1000,5294.51,745.587,50000,1097,497,0.0194004,0.97839
random,calib_n100_1,100,4,random,12,100,6,1000,5648.76,749.21,50000,8020,494,0.15985,0.827082
random,calib_n100_1,100,5,random,12,100,6,1000,5141.83,743.104,50000,11682,496,0.206934,0.920019
random,calib_n100_2,100,1,random,12,100,6,1000,5712.41,763.385,50000,12883,497,0.229375,0.928267
random,calib_n100_2,100,2,random,12,100,6,1000,5437.56,763.385,50000,5880,497,0.106705,0.97033
random,calib_n100_2,100,3,random,12,100,6,1000,5619.73,763.385,50000,18337,495,0.339923,0.928939
random,calib_n100_2,100,4,random,12,100,6,1000,5255.78,763.385,50000,12066,496,0.241324,0.938045
random,calib_n100_2,100,5,random,12,100,6,1000,5075.47,763.385,50000,32779,494,0.603631,0.894798
random,calib_n30_1,30,1,random,5,30,6,1000,1318.34,426.328,50000,29,1665,7.222e-05,0.0946601
random,calib_n30_1,30,2,random,5,30,6,1000,1571.06,426.328,50000,30,1665,7.2811e-05,0.0902253
random,calib_n30_1,30,3,random,5,30,6,1000,1626.88,426.328,50000,134,1665,0.000312472,0.093381
random,calib_n30_1,30,4,random,5,30,6,1000,1238.22,426.328,50000,37,1665,9.5805e-05,0.0929259
random,calib_n30_1,30,5,random,5,30,6,1000,1363.12,426.328,50000,30,1665,0.000107267,0.0916969
random,calib_n30_2,30,1,random,5,30,6,1000,1574.58,447.548,50000,441,1663,0.00078277,0.0941431
random,calib_n30_2,30,2,random,5,30,6,1000,1786.76,447.548,50000,164,1665,0.000389031,0.0959235
random,calib_n30_2,30,3,random,5,30,6,1000,1672.48,447.548,50000,82,1664,0.0001656,0.0887491
random,calib_n30_2,30,4,random,5,30,6,1000,1587.15,447.548,50000,316,1665,0.000589988,0.091449
random,calib_n30_2,30,5,random,5,30,6,1000,1729.79,447.548,50000,442,1664,0.000812086,0.0914894
random,calib_n50_1,50,1,random,6,50,6,1000,2900.3,550.734,50000,586,996,0.00270957,0.237496
random,calib_n50_1,50,2,random,6,50,6,1000,2715.85,550.734,50000,482,997,0.00215183,0.240053
random,calib_n50_1,50,3,random,6,50,6,1000,2864.71,550.734,50000,63,998,0.000316932,0.242629
random,calib_n50_1,50,4,random,6,50,6,1000,2490.35,550.734,50000,730,998,0.0032236,0.232426
random,calib_n50_1,50,5,random,6,50,6,1000,2643.66,550.734,50000,46,999,0.000252527,0.234298
random,calib_n50_2,50,1,random,6,50,6,1000,2612.03,590.914,50000,2087,995,0.0100337,0.236313
random,calib_n50_2,50,2,random,6,50,6,1000,2296.54,590.914,50000,11890,998,0.0549368,0.227728
random,calib_n50_2,50,3,random,6,50,6,1000,2385.66,590.914,50000,6460,995,0.0288853,0.230903
random,calib_n50_2,50,4,random,6,50,6,1000,2577.06,590.914,50000,3295,998,0.0152425,0.231721
random,calib_n50_2,50,5,random,6,50,6,1000,2635.69,590.914,50000,323,997,0.00144629,0.243056
random,calib_n70_1,70,1,random,8,70,6,1000,3453.05,638.962,50000,1349,711,0.0117232,0.457562
random,calib_n70_1,70,2,random,8,70,6,1000,3652.8,638.962,50000,2838,710,0.0270712,0.453075
random,calib_n70_1,70,3,random,8,70,6,1000,3547.42,638.962,50000,358,712,0.00336113,0.460225
random,calib_n70_1,70,4,random,8,70,6,1000,3865.05,638.962,50000,546,712,0.00478608,0.448098
random,calib_n70_1,70,5,random,8,70,6,1000,3768.25,638.962,50000,1906,712,0.01877,0.451556
random,calib_n70_2,70,1,random,8,70,6,1000,3836.52,660.171,50000,2756,710,0.024936,0.441728
random,calib_n70_2,70,2,random,8,70,6,1000,3713.01,656.37,50000,1113,712,0.00973313,0.461067
random,calib_n70_2,70,3,random,8,70,6,1000,3561.13,656.37,50000,1269,711,0.0118479,0.459273
random,calib_n70_2,70,4,random,8,70,6,1000,3908.41,656.37,50000,1209,711,0.0109359,0.464209
random,calib_n70_2,70,5,random,8,70,6,1000,3650.99,656.37,50000,12454,710,0.114003,0.445369
