instance,n,seed,init,tenure,max_no_improve,kick,time_limit,init_cost,best_cost,iterations,best_iter,perturbations,time_to_best,total_s
tsp_n50_5,50,3,nn,6,25,6,1,714.856,585.158,488379,441,19532,0.00101055,1
tsp_n50_5,50,4,nn,6,25,6,1,677.401,585.158,477357,1429,19092,0.0030819,1
tsp_n50_5,50,5,nn,6,25,6,1,674.94,585.158,455932,2649,18235,0.00632081,1
tsp_n50_5,50,6,nn,6,25,6,1,716.225,585.158,467251,5256,18686,0.0124951,1
tsp_n50_5,50,7,nn,6,25,6,1,694,585.158,493677,2923,19745,0.00608931,1
tsp_n50_5,50,8,nn,6,25,6,1,713.826,585.158,502396,321,20093,0.000646872,1
tsp_n50_5,50,9,nn,6,25,6,1,716.245,585.158,493347,199,19729,0.000415849,1
tsp_n50_5,50,10,nn,6,25,6,1,675.889,585.158,487207,840,19485,0.00173422,1
tsp_n60_1,60,1,nn,7,30,6,1,714.958,593.45,323696,3382,10786,0.0101364,1
tsp_n60_1,60,2,nn,7,30,6,1,755.041,593.45,343913,562,11460,0.00179535,1
tsp_n60_1,60,3,nn,7,30,6,1,742.197,593.45,348661,5149,11618,0.0148408,1
tsp_n60_1,60,4,nn,7,30,6,1,670.68,593.45,322468,656,10746,0.00190244,1
tsp_n60_1,60,5,nn,7,30,6,1,748.495,593.45,241421,597,8043,0.00297132,1
tsp_n60_1,60,6,nn,7,30,6,1,749.291,593.45,241998,2191,8063,0.00983672,1
tsp_n60_1,60,7,nn,7,30,6,1,761.816,593.45,344034,1082,11463,0.00347305,1
tsp_n60_1,60,8,nn,7,30,6,1,756.92,593.45,325482,12321,10842,0.0365224,1
tsp_n60_1,60,9,nn,7,30,6,1,783.083,593.45,307651,538,10252,0.00251386,1
tsp_n60_1,60,10,nn,7,30,6,1,676.337,593.45,285188,540,9503,0.00164263,1
tsp_n60_2,60,1,nn,7,30,6,1,731.843,646.976,326136,2872,10867,0.00910286,1
tsp_n60_2,60,2,nn,7,30,6,1,829.001,646.976,333407,7599,11106,0.0287973,1
tsp_n60_2,60,3,nn,7,30,6,1,752.981,646.976,344384,2343,11475,0.00720423,1
tsp_n60_2,60,4,nn,7,30,6,1,757.447,646.976,345619,2846,11514,0.00838608,1
tsp_n60_2,60,5,nn,7,30,6,1,784.82,646.976,342937,1179,11426,0.00364609,1
tsp_n60_2,60,6,nn,7,30,6,1,774.166,646.976,340241,1085,11335,0.00332763,1
tsp_n60_2,60,7,nn,7,30,6,1,745.677,646.976,325922,7066,10857,0.0227436,1
tsp_n60_2,60,8,nn,7,30,6,1,828.595,646.976,350011,1426,11663,0.00436436,1
tsp_n60_2,60,9,nn,7,30,6,1,806.381,646.976,311109,1637,10365,0.00515199,1
tsp_n60_2,60,10,nn,7,30,6,1,777.193,646.976,233124,2235,7764,0.0121124,1
tsp_n60_3,60,1,nn,7,30,6,1,802.41,588.516,279408,727,9312,0.00233492,1
tsp_n60_3,60,2,nn,7,30,6,1,693.364,588.516,324803,291,10823,0.00113432,1
tsp_n60_3,60,3,nn,7,30,6,1,690.372,588.516,344165,1232,11469,0.0035793,1
tsp_n60_3,60,4,nn,7,30,6,1,684.043,588.516,352937,1274,11762,0.0037447,1
tsp_n60_3,60,5,nn,7,30,6,1,762.666,588.516,351371,597,11708,0.00176251,1
tsp_n60_3,60,6,nn,7,30,6,1,757.291,588.516,350089,441,11667,0.00139656,1
tsp_n60_3,60,7,nn,7,30,6,1,772.459,588.516,320753,81,10690,0.000263504,1
tsp_n60_3,60,8,nn,7,30,6,1,799.37,588.516,345883,1481,11527,0.00543958,1
tsp_n60_3,60,9,nn,7,30,6,1,685.539,588.516,352101,608,11734,0.0017572,1
tsp_n60_3,60,10,nn,7,30,6,1,688.497,588.516,355283,796,11838,0.00226606,1
