instance,n,seed,init,tenure,max_no_improve,kick,time_limit,init_cost,best_cost,iterations,best_iter,perturbations,time_to_best,total_s
tsp_n10_1,10,1,nn,5,5,6,1,281.798,235.296,1693940,4,338787,7.935e-06,1
tsp_n10_1,10,2,nn,5,5,6,1,281.798,235.296,1683893,4,336777,8.435e-06,1
tsp_n10_1,10,3,nn,5,5,6,1,281.792,235.296,1753953,3,350790,7.824e-06,1
tsp_n10_1,10,4,nn,5,5,6,1,247.231,235.296,1814361,1,362872,6.893e-06,1
tsp_n10_1,10,5,nn,5,5,6,1,235.296,235.296,1763482,0,352696,4.789e-06,1
tsp_n10_1,10,6,nn,5,5,6,1,236.711,235.296,1706491,1,341298,6.381e-06,1
tsp_n10_1,10,7,nn,5,5,6,1,235.296,235.296,1580714,0,316142,3.767e-06,1
tsp_n10_1,10,8,nn,5,5,6,1,236.711,235.296,1695976,1,339195,6.261e-06,1
tsp_n10_1,10,9,nn,5,5,6,1,235.296,235.296,1618955,0,323791,3.807e-06,1
tsp_n10_1,10,10,nn,5,5,6,1,247.231,235.296,1596353,1,319270,6.061e-06,1
tsp_n10_2,10,1,nn,5,5,6,1,271.692,265.199,1514472,2,302894,7.214e-06,1
tsp_n10_2,10,2,nn,5,5,6,1,271.692,265.199,1578987,2,315797,6.902e-06,1
tsp_n10_2,10,3,nn,5,5,6,1,271.692,265.199,1606423,2,321284,6.953e-06,1
tsp_n10_2,10,4,nn,5,5,6,1,271.692,265.199,1640694,2,328138,1.3475e-05,1
tsp_n10_2,10,5,nn,5,5,6,1,293.701,265.199,1455629,4,291125,8.656e-06,1
tsp_n10_2,10,6,nn,5,5,6,1,278.245,265.199,1597903,3,319580,8.235e-06,1
tsp_n10_2,10,7,nn,5,5,6,1,271.692,265.199,1678585,2,335716,6.652e-06,1
tsp_n10_2,10,8,nn,5,5,6,1,278.245,265.199,1595466,3,319092,1.1711e-05,1
tsp_n10_2,10,9,nn,5,5,6,1,271.692,265.199,1611146,2,322228,7.164e-06,1
tsp_n10_2,10,10,nn,5,5,6,1,278.245,265.199,1612863,3,322572,7.473e-06,1
tsp_n10_3,10,1,nn,5,5,6,1,347.543,301.126,1633763,4,326751,9.388e-06,1
tsp_n10_3,10,2,nn,5,5,6,1,347.543,301.126,1741301,4,348259,9.638e-06,1
tsp_n10_3,10,3,nn,5,5,6,1,332.594,301.126,1722151,4,344429,1.1171e-05,1
tsp_n10_3,10,4,nn,5,5,6,1,338.294,301.126,1540093,5,308017,9.197e-06,1
tsp_n10_3,10,5,nn,5,5,6,1,349.935,301.126,1621139,6,324226,9.498e-06,1
tsp_n10_3,10,6,nn,5,5,6,1,382.49,301.126,1670758,3,334151,7.654e-06,1
tsp_n10_3,10,7,nn,5,5,6,1,323.075,301.126,1615243,3,323048,1.0289e-05,1
tsp_n10_3,10,8,nn,5,5,6,1,382.49,301.126,1548433,3,309686,7.874e-06,1
tsp_n10_3,10,9,nn,5,5,6,1,323.075,301.126,1683317,3,336662,8.035e-06,1
tsp_n10_3,10,10,nn,5,5,6,1,331.128,301.126,1585947,2,317189,7.133e-06,1
tsp_n10_4,10,1,nn,5,5,6,1,346.043,274.453,1647093,3,329418,5.881e-06,1
tsp_n10_4,10,2,nn,5,5,6,1,346.043,274.453,1653238,3,330647,9.919e-06,1
tsp_n10_4,10,3,nn,5,5,6,1,302.784,274.453,1503725,5,300744,8.836e-06,1
tsp_n10_4,10,4,nn,5,5,6,1,357.649,274.453,1512639,2,302527,1.0109e-05,1
tsp_n10_4,10,5,nn,5,5,6,1,324.484,274.453,1580469,4,316093,8.847e-06,1
tsp_n10_4,10,6,nn,5,5,6,1,329.336,274.453,1661666,6,332332,1.2353e-05,1
tsp_n10_4,10,7,nn,5,5,6,1,323.205,274.453,1625065,5,325012,1.2463e-05,1
tsp_n10_4,10,8,nn,5,5,6,1,329.336,274.453,1532637,6,306526,1.3055e-05,1
tsp_n10_4,10,9,nn,5,5,6,1,323.205,274.453,1529085,5,305816,9.698e-06,1
tsp_n10_4,10,10,nn,5,5,6,1,323.205,274.453,1471440,5,294287,9.257e-06,1
tsp_n10_5,10,1,nn,5,5,6,1,305.88,275.203,1615865,4,323172,8.927e-06,1
tsp_n10_5,10,2,nn,5,5,6,1,305.88,275.203,1499969,4,299993,7.764e-06,1
tsp_n10_5,10,3,nn,5,5,6,1,292.203,275.203,1613256,1,322651,6.192e-06,1
tsp_n10_5,10,4,nn,5,5,6,1,318.754,275.203,1604078,3,320815,7.494e-06,1
tsp_n10_5,10,5,nn,5,5,6,1,298.563,275.203,1649813,3,329962,7.664e-06,1
tsp_n10_5,10,6,nn,5,5,6,1,312.409,275.203,1566959,3,313391,7.925e-06,1
tsp_n10_5,10,7,nn,5,5,6,1,315.113,275.203,1615694,2,323138,7.454e-06,1
tsp_n10_5,10,8,nn,5,5,6,1,312.409,275.203,1537039,3,307407,7.725e-06,1
tsp_n10_5,10,9,nn,5,5,6,1,315.113,275.203,1657802,2,331560,6.912e-06,1
tsp_n10_5,10,10,nn,5,5,6,1,312.409,275.203,1617954,3,323590,8.326e-06,1
tsp_n20_1,20,1,nn,5,10,6,1,474.608,419.657,782147,21,78213,5.5002e-05,1
tsp_n20_1,20,2,nn,5,10,6,1,474.608,419.657,878640,66,87861,0.000100096,1
tsp_n20_1,20,3,nn,5,10,6,1,471.945,419.657,887252,32,88723,4.849e-05,1
tsp_n20_1,20,4,nn,5,10,6,1,506.006,419.657,866386,136,86637,0.000333938,1
tsp_n20_1,20,5,nn,5,10,6,1,467.268,419.657,815407,27,81539,3.9102e-05,1
tsp_n20_1,20,6,nn,5,10,6,1,494.954,419.657,850674,69,85065,8.7632e-05,1
tsp_n20_1,20,7,nn,5,10,6,1,467.268,419.657,835224,34,83521,4.8129e-05,1
tsp_n20_1,20,8,nn,5,10,6,1,494.954,419.657,806055,29,80603,4.4102e-05,1
tsp_n20_1,20,9,nn,5,10,6,1,475.311,419.657,843977,369,84395,0.000422503,1
tsp_n20_1,20,10,nn,5,10,6,1,489.46,419.657,822411,239,82238,0.000278206,1
tsp_n20_2,20,1,nn,5,10,6,1,467.512,442.466,822736,16,82272,2.6058e-05,1
tsp_n20_2,20,2,nn,5,10,6,1,467.512,442.466,838936,16,83892,2.5668e-05,1
tsp_n20_2,20,3,nn,5,10,6,1,528.676,442.466,851377,20,85135,3.3081e-05,1
tsp_n20_2,20,4,nn,5,10,6,1,513.356,442.466,888465,13,88845,2.172e-05,1
tsp_n20_2,20,5,nn,5,10,6,1,506.158,442.466,807224,4,80722,1.3755e-05,1
tsp_n20_2,20,6,nn,5,10,6,1,505.223,442.466,854712,92,85468,0.000179653,1
tsp_n20_2,20,7,nn,5,10,6,1,492.628,442.466,866787,25,86676,3.7139e-05,1
tsp_n20_2,20,8,nn,5,10,6,1,505.223,442.466,900879,53,90085,7.027e-05,1
tsp_n20_2,20,9,nn,5,10,6,1,560.134,442.466,907150,6,90714,1.4377e-05,1
tsp_n20_2,20,10,nn,5,10,6,1,485.215,442.466,858909,221,85888,0.000292252,1
tsp_n20_3,20,1,nn,5,10,6,1,386.149,340.585,877102,2,87710,9.818e-06,1
tsp_n20_3,20,2,nn,5,10,6,1,386.149,340.585,904682,2,90468,1.0059e-05,1
tsp_n20_3,20,3,nn,5,10,6,1,340.585,340.585,908271,0,90827,5.731e-06,1
tsp_n20_3,20,4,nn,5,10,6,1,350.18,340.585,841500,11,84148,1.7903e-05,1
tsp_n20_3,20,5,nn,5,10,6,1,367.088,340.585,888261,3,88825,1.0861e-05,1
tsp_n20_3,20,6,nn,5,10,6,1,358.906,340.585,913593,3,91359,1.1301e-05,1
tsp_n20_3,20,7,nn,5,10,6,1,340.585,340.585,863774,0,86377,5.73e-06,1
tsp_n20_3,20,8,nn,5,10,6,1,358.906,340.585,911753,3,91175,1.106e-05,1
tsp_n20_3,20,9,nn,5,10,6,1,358.991,340.585,881832,4,88182,1.2673e-05,1
tsp_n20_3,20,10,nn,5,10,6,1,350.18,340.585,870662,11,87065,1.9827e-05,1
tsp_n20_4,20,1,nn,5,10,6,1,373.468,345.625,895482,2,89548,1.058e-05,1
tsp_n20_4,20,2,nn,5,10,6,1,373.468,345.625,915756,2,91575,1.068e-05,1
tsp_n20_4,20,3,nn,5,10,6,1,373.468,345.625,882920,2,88291,1.071e-05,1
tsp_n20_4,20,4,nn,5,10,6,1,345.625,345.625,945020,0,94502,8.105e-06,1
tsp_n20_4,20,5,nn,5,10,6,1,355.967,345.625,864666,1,86466,1.2193e-05,1
tsp_n20_4,20,6,nn,5,10,6,1,353.586,345.625,851976,2,85197,1.04e-05,1
tsp_n20_4,20,7,nn,5,10,6,1,351.166,345.625,853549,2,85354,1.3155e-05,1
tsp_n20_4,20,8,nn,5,10,6,1,353.586,345.625,848507,2,84850,1.0239e-05,1
tsp_n20_4,20,9,nn,5,10,6,1,381.599,345.625,1570968,3,157096,1.1791e-05,1
tsp_n20_4,20,10,nn,5,10,6,1,376.395,345.625,1974432,1,197443,4.389e-06,1
tsp_n20_5,20,1,nn,5,10,6,1,456.761,418.545,1410648,12,141063,1.2773e-05,1
tsp_n20_5,20,2,nn,5,10,6,1,456.761,418.545,1449724,12,144971,2.0568e-05,1.00001
tsp_n20_5,20,3,nn,5,10,6,1,448.417,418.545,1915668,54,191565,4.316e-05,1
tsp_n20_5,20,4,nn,5,10,6,1,451.689,418.545,1793592,12,179358,1.073e-05,1
tsp_n20_5,20,5,nn,5,10,6,1,514.568,418.545,1782081,13,178206,1.2934e-05,1
tsp_n20_5,20,6,nn,5,10,6,1,541.13,418.545,1853124,27,185309,1.9095e-05,1
tsp_n20_5,20,7,nn,5,10,6,1,533.953,418.545,1714557,63,171453,4.1487e-05,1
tsp_n20_5,20,8,nn,5,10,6,1,541.13,418.545,1963048,27,196302,2.5437e-05,1
tsp_n20_5,20,9,nn,5,10,6,1,515.32,418.545,1933936,56,193392,3.3432e-05,1
tsp_n20_5,20,10,nn,5,10,6,1,484.989,418.545,2113071,12,211305,1.065e-05,1
tsp_n30_1,30,1,nn,5,15,6,1,582.104,469.382,1192607,79,79505,8.0921e-05,1
tsp_n30_1,30,2,nn,5,15,6,1,632.266,469.382,1163590,2239,77570,0.00207515,1
tsp_n30_1,30,3,nn,5,15,6,1,588.561,469.382,1150676,1449,76709,0.00126627,1
tsp_n30_1,30,4,nn,5,15,6,1,584.566,469.382,1142146,14,76142,3.3252e-05,1
tsp_n30_1,30,5,nn,5,15,6,1,558.074,469.382,882873,37,58856,4.8511e-05,1
tsp_n30_1,30,6,nn,5,15,6,1,609.888,469.382,817330,1979,54485,0.00193613,1
tsp_n30_1,30,7,nn,5,15,6,1,565.016,469.382,1164033,39,77600,4.854e-05,1
tsp_n30_1,30,8,nn,5,15,6,1,609.888,469.382,1136921,657,75790,0.000702686,1
tsp_n30_1,30,9,nn,5,15,6,1,524.989,469.382,1056916,375,70459,0.000359278,1
tsp_n30_1,30,10,nn,5,15,6,1,594.07,469.382,1214841,538,80985,0.000544072,1
tsp_n30_2,30,1,nn,5,15,6,1,533.344,473.627,1169610,63,77972,7.9457e-05,1
tsp_n30_2,30,2,nn,5,15,6,1,546.785,473.627,1210167,47,80676,5.1034e-05,1
tsp_n30_2,30,3,nn,5,15,6,1,561.015,473.627,1130364,33,75356,3.8422e-05,1
tsp_n30_2,30,4,nn,5,15,6,1,599.796,473.627,1207939,85,80527,8.2053e-05,1
tsp_n30_2,30,5,nn,5,15,6,1,560.851,473.627,1211214,261,80746,0.000251618,1
tsp_n30_2,30,6,nn,5,15,6,1,566.145,473.627,1191893,6,79459,1.7773e-05,1
tsp_n30_2,30,7,nn,5,15,6,1,547.107,473.627,1192674,850,79504,0.000761226,1
tsp_n30_2,30,8,nn,5,15,6,1,566.145,473.627,1112719,6,74180,1.3786e-05,1
tsp_n30_2,30,9,nn,5,15,6,1,571.519,473.627,1122377,487,74821,0.000423918,1
tsp_n30_2,30,10,nn,5,15,6,1,561.015,473.627,722453,467,48160,0.000571784,1
tsp_n30_3,30,1,nn,5,15,6,1,578.088,414.261,837749,65,55847,8.9837e-05,1
tsp_n30_3,30,2,nn,5,15,6,1,464.536,414.261,1178018,53,78532,8.4548e-05,1
tsp_n30_3,30,3,nn,5,15,6,1,553.581,414.261,1137497,102,75829,0.000120755,1
tsp_n30_3,30,4,nn,5,15,6,1,552.669,414.261,1209286,16,80618,2.6469e-05,1
tsp_n30_3,30,5,nn,5,15,6,1,484.085,414.261,1195665,38,79709,4.6466e-05,1
tsp_n30_3,30,6,nn,5,15,6,1,482.594,414.261,1202556,93,80169,9.4095e-05,1
tsp_n30_3,30,7,nn,5,15,6,1,530.771,414.261,1240010,189,82663,0.000169976,1
tsp_n30_3,30,8,nn,5,15,6,1,482.594,414.261,1229889,70,81990,6.6384e-05,1
tsp_n30_3,30,9,nn,5,15,6,1,549.223,414.261,1145138,16,76341,2.4275e-05,1
tsp_n30_3,30,10,nn,5,15,6,1,538.099,414.261,1209244,326,80613,0.000303415,1
tsp_n30_4,30,1,nn,5,15,6,1,549.061,439.145,1245269,7,83017,1.5088e-05,1
tsp_n30_4,30,2,nn,5,15,6,1,546.484,439.145,1158670,824,77240,0.000689373,1
tsp_n30_4,30,3,nn,5,15,6,1,582.847,439.145,1214364,8,80957,1.58e-05,1
tsp_n30_4,30,4,nn,5,15,6,1,521.779,439.145,1105915,258,73725,0.00022597,1
tsp_n30_4,30,5,nn,5,15,6,1,532.183,439.145,837200,51,55811,5.7056e-05,1
tsp_n30_4,30,6,nn,5,15,6,1,507.072,439.145,872833,187,58186,0.000301111,1
tsp_n30_4,30,7,nn,5,15,6,1,583.763,439.145,1254800,8,83652,1.612e-05,1
tsp_n30_4,30,8,nn,5,15,6,1,507.072,439.145,1277602,474,85170,0.00038641,1
tsp_n30_4,30,9,nn,5,15,6,1,519.459,439.145,1133366,165,75555,0.000147344,1
tsp_n30_4,30,10,nn,5,15,6,1,556.085,439.145,1189628,40,79306,4.2098e-05,1
tsp_n30_5,30,1,nn,5,15,6,1,552.963,460.021,1212384,11,80824,1.7202e-05,1
tsp_n30_5,30,2,nn,5,15,6,1,545.836,460.021,1205662,12,80376,2.0658e-05,1
tsp_n30_5,30,3,nn,5,15,6,1,553.903,460.021,1132779,48,75517,4.9682e-05,1
tsp_n30_5,30,4,nn,5,15,6,1,573.331,460.021,1147973,8,76531,1.5539e-05,1
tsp_n30_5,30,5,nn,5,15,6,1,595.226,460.021,964619,90,64305,0.000115535,1
tsp_n30_5,30,6,nn,5,15,6,1,586.717,460.021,1078340,23,71887,3.1058e-05,1
tsp_n30_5,30,7,nn,5,15,6,1,538.797,460.021,1227487,8,81831,1.9577e-05,1
tsp_n30_5,30,8,nn,5,15,6,1,586.717,460.021,1232352,23,82155,2.7401e-05,1
tsp_n30_5,30,9,nn,5,15,6,1,545.751,460.021,1163016,14,77533,1.9746e-05,1
tsp_n30_5,30,10,nn,5,15,6,1,528.209,460.021,762841,14,50855,2.2883e-05,1
tsp_n40_1,40,1,nn,5,20,6,1,547.201,532.855,491330,3,24566,2.194e-05,1
tsp_n40_1,40,2,nn,5,20,6,1,543.141,532.855,757495,3,37874,1.4858e-05,1
tsp_n40_1,40,3,nn,5,20,6,1,648.602,532.855,734417,7,36720,2.5638e-05,1
tsp_n40_1,40,4,nn,5,20,6,1,672.656,532.855,754142,139,37705,0.000194733,1
tsp_n40_1,40,5,nn,5,20,6,1,616.589,532.855,595989,9,29799,2.4656e-05,1
tsp_n40_1,40,6,nn,5,20,6,1,596.291,532.855,709847,7,35492,2.4977e-05,1
tsp_n40_1,40,7,nn,5,20,6,1,644.735,532.855,738047,7,36902,2.665e-05,1
tsp_n40_1,40,8,nn,5,20,6,1,543.983,532.855,714286,4,35714,2.1741e-05,1
tsp_n40_1,40,9,nn,5,20,6,1,562.877,532.855,753721,4,37685,1.623e-05,1
tsp_n40_1,40,10,nn,5,20,6,1,713.247,532.855,657661,59,32881,9.4436e-05,1
tsp_n40_2,40,1,nn,5,20,6,1,613.855,526.401,678760,2586,33934,0.00460378,1
tsp_n40_2,40,2,nn,5,20,6,1,633.812,526.401,766763,1381,38333,0.00178716,1
tsp_n40_2,40,3,nn,5,20,6,1,603.201,526.401,739383,2577,36966,0.00341932,1
tsp_n40_2,40,4,nn,5,20,6,1,686.825,526.401,736295,215,36813,0.000450189,1
tsp_n40_2,40,5,nn,5,20,6,1,608.934,526.401,496113,1521,24802,0.00269055,1
tsp_n40_2,40,6,nn,5,20,6,1,662.176,526.401,486322,289,24313,0.000454418,1
tsp_n40_2,40,7,nn,5,20,6,1,621.42,526.401,734486,1697,36721,0.00266177,1
tsp_n40_2,40,8,nn,5,20,6,1,621.636,526.401,749737,277,37485,0.000395738,1
tsp_n40_2,40,9,nn,5,20,6,1,605.377,526.401,751945,382,37596,0.000500153,1
tsp_n40_2,40,10,nn,5,20,6,1,609.443,526.401,744664,818,37231,0.00130554,1
tsp_n40_3,40,1,nn,5,20,6,1,721.475,552.854,694309,1657,34712,0.00241547,1
tsp_n40_3,40,2,nn,5,20,6,1,722.674,552.854,756179,54,37807,9.0088e-05,1
tsp_n40_3,40,3,nn,5,20,6,1,699.661,552.854,754600,16,37729,3.3412e-05,1
tsp_n40_3,40,4,nn,5,20,6,1,607.505,552.854,751733,10,37586,3.1779e-05,1
tsp_n40_3,40,5,nn,5,20,6,1,698.972,552.854,770541,5421,38523,0.00729431,1
tsp_n40_3,40,6,nn,5,20,6,1,701.12,552.854,762259,219,38110,0.000301242,1
tsp_n40_3,40,7,nn,5,20,6,1,678.878,552.854,681956,14,34097,3.6728e-05,1
tsp_n40_3,40,8,nn,5,20,6,1,627.239,552.854,721714,11,36085,2.8403e-05,1
tsp_n40_3,40,9,nn,5,20,6,1,665.246,552.854,665668,367,33280,0.000517135,1
tsp_n40_3,40,10,nn,5,20,6,1,629.482,552.854,510402,7,25519,3.6568e-05,1
tsp_n40_4,40,1,nn,5,20,6,1,542.058,499.918,540175,424,27005,0.000685901,1
tsp_n40_4,40,2,nn,5,20,6,1,547.949,499.918,670574,1405,33526,0.0020348,1
tsp_n40_4,40,3,nn,5,20,6,1,547.949,499.918,765928,921,38292,0.00165245,1
tsp_n40_4,40,4,nn,5,20,6,1,621.166,499.918,743655,686,37179,0.000925107,1
tsp_n40_4,40,5,nn,5,20,6,1,539.289,499.918,745465,79,37272,0.000118231,1
tsp_n40_4,40,6,nn,5,20,6,1,601.899,499.918,735659,66,36781,0.000100608,1
tsp_n40_4,40,7,nn,5,20,6,1,603.624,499.918,700837,1285,35037,0.00203725,1
tsp_n40_4,40,8,nn,5,20,6,1,594.786,499.918,744626,1298,37226,0.00179703,1
tsp_n40_4,40,9,nn,5,20,6,1,594.707,499.918,768544,1180,38424,0.00155483,1
tsp_n40_4,40,10,nn,5,20,6,1,605.745,499.918,733311,1507,36660,0.00236834,1
tsp_n40_5,40,1,nn,5,20,6,1,622.492,516.876,732970,6,36648,1.9767e-05,1
tsp_n40_5,40,2,nn,5,20,6,1,641.361,516.876,676763,67,33836,0.000105206,1
tsp_n40_5,40,3,nn,5,20,6,1,681.255,516.876,731525,40,36575,7.5311e-05,1
tsp_n40_5,40,4,nn,5,20,6,1,611.22,516.876,717230,79,35860,0.000115876,1
tsp_n40_5,40,5,nn,5,20,6,1,630.098,516.876,530315,5,26515,3.9284e-05,1
tsp_n40_5,40,6,nn,5,20,6,1,676.407,516.876,571502,7,28574,4.6277e-05,1
tsp_n40_5,40,7,nn,5,20,6,1,655.725,516.876,736627,7,36831,2.134e-05,1
tsp_n40_5,40,8,nn,5,20,6,1,648.879,516.876,698659,339,34929,0.000468024,1
tsp_n40_5,40,9,nn,5,20,6,1,676.208,516.876,746808,54,37338,8.4719e-05,1
tsp_n40_5,40,10,nn,5,20,6,1,690.45,516.876,729533,60,36475,9.0028e-05,1
tsp_n50_1,50,1,nn,6,25,6,1,713.138,554.786,492477,597,19695,0.00123105,1
tsp_n50_1,50,2,nn,6,25,6,1,652.966,554.786,479948,1625,19193,0.00370977,1
tsp_n50_1,50,3,nn,6,25,6,1,786.091,554.786,456095,636,18239,0.00130244,1
tsp_n50_1,50,4,nn,6,25,6,1,652.966,554.786,492635,48,19704,0.000139421,1
tsp_n50_1,50,5,nn,6,25,6,1,753.67,554.786,500279,130,20009,0.000270155,1
tsp_n50_1,50,6,nn,6,25,6,1,673.433,554.786,488062,1482,19518,0.00329625,1
tsp_n50_1,50,7,nn,6,25,6,1,683.308,554.786,484044,605,19358,0.00124764,1
tsp_n50_1,50,8,nn,6,25,6,1,676.949,554.786,465959,423,18636,0.000843527,1
tsp_n50_1,50,9,nn,6,25,6,1,696.69,554.786,420466,860,16816,0.00187928,1
tsp_n50_1,50,10,nn,6,25,6,1,681.544,554.786,343059,2760,13716,0.00728721,1
tsp_n50_2,50,1,nn,6,25,6,1,643.476,554.522,397905,5810,15911,0.0183766,1
tsp_n50_2,50,2,nn,6,25,6,1,634.984,554.522,467088,1973,18680,0.00398526,1
tsp_n50_2,50,3,nn,6,25,6,1,663.385,554.522,496829,256,19869,0.000523499,1
tsp_n50_2,50,4,nn,6,25,6,1,651.389,554.522,468533,2277,18738,0.00512832,1
tsp_n50_2,50,5,nn,6,25,6,1,657.559,554.522,497464,3115,19893,0.00620359,1
tsp_n50_2,50,6,nn,6,25,6,1,613.218,554.522,486575,55,19461,0.000123821,1
tsp_n50_2,50,7,nn,6,25,6,1,670.833,554.522,485700,1382,19423,0.00283909,1
tsp_n50_2,50,8,nn,6,25,6,1,650.181,554.522,497497,890,19897,0.00176408,1
tsp_n50_2,50,9,nn,6,25,6,1,632.391,554.522,472435,347,18895,0.000698216,1
tsp_n50_2,50,10,nn,6,25,6,1,615.18,554.522,476489,1620,19056,0.00347736,1
tsp_n50_3,50,1,nn,6,25,6,1,662.078,571.892,503483,929,20135,0.00188076,1
tsp_n50_3,50,2,nn,6,25,6,1,678.564,571.892,472725,255,18905,0.000519041,1
tsp_n50_3,50,3,nn,6,25,6,1,691.463,571.892,500153,806,20000,0.00158537,1
tsp_n50_3,50,4,nn,6,25,6,1,666.41,571.892,363701,676,14543,0.00151244,1
tsp_n50_3,50,5,nn,6,25,6,1,751.147,571.892,322502,258,12896,0.00118677,1
tsp_n50_3,50,6,nn,6,25,6,1,610.379,571.892,418458,5,16738,5.7267e-05,1
tsp_n50_3,50,7,nn,6,25,6,1,695.409,571.892,500742,710,20025,0.00145393,1
tsp_n50_3,50,8,nn,6,25,6,1,699.079,571.892,499177,936,19962,0.00206072,1
tsp_n50_3,50,9,nn,6,25,6,1,781.616,571.892,500406,166,20014,0.000336109,1
tsp_n50_3,50,10,nn,6,25,6,1,662.248,571.892,482900,658,19311,0.00151704,1
tsp_n50_4,50,1,nn,6,25,6,1,734.155,614.12,496692,526,19864,0.00108503,1
tsp_n50_4,50,2,nn,6,25,6,1,773.303,614.12,475309,11,19011,6.1816e-05,1
tsp_n50_4,50,3,nn,6,25,6,1,748.495,614.12,510893,741,20432,0.00154594,1
tsp_n50_4,50,4,nn,6,25,6,1,803.349,614.12,490471,998,19614,0.00226985,1
tsp_n50_4,50,5,nn,6,25,6,1,738.136,614.12,460483,396,18417,0.000864869,1
tsp_n50_4,50,6,nn,6,25,6,1,717.689,614.12,488073,1109,19520,0.00214167,1
tsp_n50_4,50,7,nn,6,25,6,1,785.646,614.12,493844,1596,19748,0.00351502,1
tsp_n50_4,50,8,nn,6,25,6,1,831.322,614.12,499128,421,19962,0.000815798,1
tsp_n50_4,50,9,nn,6,25,6,1,777.155,614.12,449828,439,17990,0.000910736,1
tsp_n50_4,50,10,nn,6,25,6,1,833.821,614.12,322800,902,12910,0.00212612,1
tsp_n50_5,50,1,nn,6,25,6,1,696.604,585.158,398130,1942,15922,0.00497965,1
tsp_n50_5,50,2,nn,6,25,6,1,754.82,585.158,477007,395,19077,0.0010041,1
